S.No,Crime,Gender,Age,Income,Job,Maritalstatus,Education,Harm,Attack,AttackMethod
610,Hacking into the Information System and Capturing Data,Female,27 and Under,Middle,Student,Single,High School,Withdrawals Without Knowledge,Selling Counterfeit Products,Phishing Attack
611,Hacking into the Information System and Capturing Data,Female,27 and Under,Low,Student,Single,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Creating a Fake Shopping Site
612,Hacking into the Information System and Capturing Data,Male,Between 28 and 37,Middle,Education,Single,Graduate,Withdrawals Without Knowledge,Copying Bank / ATM Cards,Receiving Public Data on Social Media
613,Hacking into the Information System and Capturing Data,Male,Between 38 and 50,Middle,Education,Married,Graduate,Withdrawals Without Knowledge,Copying Bank / ATM Cards,Receiving Public Data on Social Media
614,Hacking into the Information System and Capturing Data,Male,27 and Under,Low,Technical,Married,Primary Education,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Card Copying / Generating Devices
615,Hacking into the Information System and Capturing Data,Female,27 and Under,Low,Housewife,Single,High School,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Card Copying / Generating Devices
616,Hacking into the Information System and Capturing Data,Male,Between 28 and 37,Low,Technical,Single,High School,Withdrawals Without Knowledge,Copying Bank / ATM Cards,Receiving Public Data on Social Media
617,Hacking into the Information System and Capturing Data,Female,27 and Under,Low,Technical,Single,High School,Withdrawals Without Knowledge,Selling Counterfeit Products,Phishing Attack
618,Hacking into the Information System and Capturing Data,Male,51 and Above,Low,Retired,Married,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Creating a Fake Shopping Site
619,Through Informatics Theft,Female,27 and Under,Low,Student,Single,High School,Do Moral Harm,Obtaining and Using Data in Digital Environment,Creating a Fake Shopping Site
620,Through Informatics Theft,Female,Between 38 and 50,Low,Technical,Married,High School,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering
621,Through Informatics Theft,Female,Between 38 and 50,Middle,Justice and Security,Married,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering
622,Through Informatics Theft,Male,Between 28 and 37,Middle,Technical,Married,Graduate,Withdrawals Without Knowledge,Copying Bank / ATM Cards,Receiving Public Data on Social Media
623,Through Informatics Theft,Male,27 and Under,Low,Student,Single,High School,Do Moral Harm,Obtaining and Using Data in Digital Environment,Creating a Fake Shopping Site
624,Through Informatics Theft,Female,27 and Under,Low,Housewife,Single,High School,Threating / Blackmailing,Copying Bank / ATM Cards,Receiving Public Data on Social Media
625,Through Informatics Theft,Female,Between 38 and 50,Low,Housewife,Married,Primary Education,Do Moral Harm,Copying Bank / ATM Cards,Receiving Public Data on Social Media
626,Through Informatics Theft,Female,27 and Under,Low,Student,Single,High School,Threating / Blackmailing,Copying Bank / ATM Cards,Receiving Public Data on Social Media
627,Through Informatics Theft,Male,27 and Under,Low,Student,Single,High School,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Creating a Fake Shopping Site
628,Through Informatics Theft,Female,27 and Under,Low,Student,Single,High School,Threating / Blackmailing,Copying Bank / ATM Cards,Receiving Public Data on Social Media
629,Through Informatics Theft,Male,Between 28 and 37,High,Technical,Single,Graduate,Threating / Blackmailing,Copying Bank / ATM Cards,Receiving Public Data on Social Media
630,Through Informatics Theft,Male,Between 28 and 37,Middle,Technical,Married,High School,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering
631,Through Informatics Theft,Male,Between 28 and 37,Middle,Health Sector Manager,Married,Under Graduate,Do Moral Harm,Obtaining and Using Data in Digital Environment,Social Engineering
632,Through Informatics Theft,Male,27 and Under,Low,Student,Single,High School,Do Moral Harm,Copying Bank / ATM Cards,Receiving Public Data on Social Media
633,Through Informatics Theft,Female,51 and Above,Low,Retired,Single,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering
634,Through Informatics Theft,Male,51 and Above,Low,Retired,Married,Graduate,Do Moral Harm,Obtaining and Using Data in Digital Environment,Creating a Fake Shopping Site
635,Through Informatics Theft,Male,Between 38 and 50,Low,Technical,Married,Primary Education,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering
636,Through Informatics Theft,Male,Between 38 and 50,High,IT Sector,Married,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering
637,Through Informatics Theft,Male,Between 38 and 50,Middle,Technical,Married,High School,Do Moral Harm,Obtaining and Using Data in Digital Environment,Social Engineering
638,Through Informatics Theft,Female,27 and Under,Low,Student,Single,High School,Do Moral Harm,Obtaining and Using Data in Digital Environment,Social Engineering
639,Through Informatics Theft,Male,27 and Under,Middle,Others,Single,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering
640,Through Informatics Theft,Female,Between 28 and 37,Middle,Technical,Married,High School,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering
641,Through Informatics Theft,Male,27 and Under,Middle,Technical,Single,High School,Do Moral Harm,Obtaining and Using Data in Digital Environment,Social Engineering
642,Through Informatics Theft,Male,Between 28 and 37,Middle,Justice and Security,Married,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering
643,Through Informatics Theft,Male,51 and Above,Middle,Retired,Married,High School,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering
644,Through Informatics Theft,Male,Between 28 and 37,Middle,Finance Sector,Married,Graduate,Do Moral Harm,Obtaining and Using Data in Digital Environment,Creating a Fake Shopping Site
645,Through Informatics Theft,Female,Between 28 and 37,Middle,Health Sector Manager,Married,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering
646,Through Informatics Theft,Female,51 and Above,Middle,Health Sector Manager,Single,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering
647,Through Informatics Theft,Male,Between 28 and 37,Low,Technical,Married,High School,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering
648,Through Informatics Theft,Male,27 and Under,Middle,Technical,Single,High School,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering
649,Through Informatics Theft,Female,Between 28 and 37,Middle,Finance Sector,Married,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering
650,Through Informatics Theft,Female,Between 38 and 50,Middle,Health Sector Manager,Married,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering
651,Through Informatics Theft,Female,Between 38 and 50,Middle,Health Sector Manager,Single,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering
652,Through Informatics Theft,Female,27 and Under,Low,Student,Single,High School,Do Moral Harm,Obtaining and Using Data in Digital Environment,Social Engineering
653,Through Informatics Theft,Male,Between 28 and 37,Middle,Technical,Married,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering
654,Through Informatics Theft,Male,Between 28 and 37,Middle,Technical,Married,High School,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering
655,Through Informatics Theft,Male,Between 38 and 50,Middle,Technical,Married,High School,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering
656,Through Informatics Theft,Female,Between 28 and 37,High,Health Sector Manager,Single,Graduate,Do Moral Harm,Obtaining and Using Data in Digital Environment,Creating a Fake Shopping Site
657,Through Informatics Theft,Male,Between 38 and 50,High,Justice and Security,Married,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering
658,Through Informatics Theft,Male,Between 28 and 37,Low,Technical,Married,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering
659,Through Informatics Theft,Male,27 and Under,Low,Student,Single,High School,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering
660,Through Informatics Theft,Male,27 and Under,Low,Student,Married,Primary Education,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Creating a Fake Shopping Site
661,Through Informatics Theft,Male,Between 28 and 37,Middle,Technical,Single,High School,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering
662,Through Informatics Theft,Male,Between 38 and 50,High,Education,Single,Graduate,Do Moral Harm,Obtaining and Using Data in Digital Environment,Social Engineering
663,Through Informatics Theft,Female,Between 38 and 50,Middle,Health Sector Manager,Married,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering
664,Through Informatics Theft,Female,Between 28 and 37,Middle,Housewife,Single,High School,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering
665,Through Informatics Theft,Male,Between 28 and 37,High,Justice and Security,Single,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering
666,Through Informatics Theft,Male,Between 38 and 50,Middle,Technical,Married,High School,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering
667,Through Informatics Theft,Female,Between 28 and 37,Low,Technical,Married,High School,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering
668,Through Informatics Theft,Male,51 and Above,Low,Technical,Married,Primary Education,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering
669,Through Informatics Theft,Male,Between 28 and 37,Middle,Others,Single,Graduate,Do Moral Harm,Obtaining and Using Data in Digital Environment,Social Engineering
670,Through Informatics Theft,Female,Between 28 and 37,Middle,Health Sector Manager,Married,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering
671,Through Informatics Theft,Female,51 and Above,Low,Retired,Married,Primary Education,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering
672,Through Informatics Theft,Male,Between 38 and 50,Low,Technical,Single,Primary Education,Do Moral Harm,Obtaining and Using Data in Digital Environment,Social Engineering
673,Through Informatics Theft,Male,27 and Under,Low,Student,Single,Primary Education,Do Moral Harm,Obtaining and Using Data in Digital Environment,Social Engineering
674,Through Informatics Theft,Male,27 and Under,Low,Student,Married,High School,Do Moral Harm,Obtaining and Using Data in Digital Environment,Social Engineering
675,Through Informatics Theft,Female,27 and Under,Low,Student,Single,High School,Do Moral Harm,Obtaining and Using Data in Digital Environment,Social Engineering
676,Through Informatics Theft,Male,Between 38 and 50,Middle,Health Sector Manager,Married,High School,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering
677,Through Informatics Theft,Male,27 and Under,Middle,Technical,Single,High School,Do Moral Harm,Obtaining and Using Data in Digital Environment,Social Engineering
678,Through Informatics Theft,Female,Between 28 and 37,Middle,Health Sector Manager,Single,Graduate,Do Moral Harm,Obtaining and Using Data in Digital Environment,Social Engineering
